class,conversation,augmented_conversation
일반 대화,오늘 배달 시켰는데 반찬이 하나 빠졌더라구요. <LF> 전화했더니 사장님이 확인 후 다시 주겠다더니 연락 없어요. <LF> 앱으로 환불 요청했더니 사진 증거 요구하더라구요. <LF> 빠진 봉투가 없으니 무슨 사진을 찍어요. <LF> 진짜 작은 것 하나도 인증 없으면 불리하네요. <LF> 배달은 편하지만 이런 일 생기면 진이 빠져요. <LF> 요즘은 그냥 픽업이 더 편할 때도 있어요.,오늘 배달 시켰는데 반찬이 하나 빠졌더라구요. 아르바이트  <LF> 전화했더니 사장님 미진 이 확인 후 다시 주겠다더니 탄탄 연락 없어요. <LF> 앱으로 환불 요청했더니 불 사진 증거 요구하더라구요. <LF> 빠진 봉투가 없으니 무슨 사진을 찍어요. <LF> 진짜 작은 것 하나도 백금 인증 없으면 논증 불리하네요. <LF> 배달은 주인 편하지만 이런 일 생기면 진이 빠져요. <LF> 요즘은 그냥 픽업이 더 편할 때도 있어요.
일반 대화,"회사 동료 장례식 조의금 얼마가 적당할까요? <LF> 별로 안 친한데도 5만 원은 해야 할까요? <LF> 다들 얼마 했는지 몰라서 고민돼요. <LF> 눈치도 좀 보이고, 적게 하면 괜히 찝찝하고. <LF> 이럴 땐 기준이 있었으면 좋겠어요. <LF> 정해진 규칙 있으면 오히려 편할 텐데 말이죠. <LF> 사람 따라 다르니 더 어려운 문제 같아요.","회사 동료 장례식 조의금 얼마가 적당할까요? <LF> 별로 안 친한데도 5만 원은 거문고 해야 할까요? <LF> 다들 얼마 했는지 몰라서 고민돼요. <LF> 눈치도 장사 좀 괴로움 보이고, 적게 하면 괜히 찝찝하고. <LF> 이럴 땐 기준이 있었으면 좋겠어요. <LF> 정해진 규칙 있으면 오히려 편할 원형 텐데 말이죠. <LF> 사람 원형 따라 다르니 더 어려운 문제 같아요."
일반 대화,"너 어디 가고 싶은데? <LF> 나는 이탈리아 쪽 생각하고 있었는데, 넌? <LF> 난 북유럽 가고 싶어. 여름에 시원한 데 가자고 했잖아. <LF> 그치만 이탈리아 음식도 좋고 문화 유산도 많잖아. <LF> 비행시간 너무 길면 힘들 것 같아서 걱정돼. <LF> 그러면 중간 타협해서 프랑스는 어때? <LF> 그럼 일정 조정해서 루트 짜보자. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.","너 어디 가고 싶은데? <LF> 나는 이탈리아 쪽 생각하고 있었는데, 넌? <LF> 난 북유럽 가고 싶어. 여름에 시원한 데 가자고 했잖아. <LF> 그치만 이탈리아 음식도 좋고 오인 문화 유산도 많잖아. <LF> 비행시간 너무 길면 시험 힘들 것 같아서 걱정돼. <LF> 그러면 중간 타협해서 프랑스는 번 어때? <LF> 그럼 일정 조정해서 마련 루트 짜 극한 보자. <LF> 우리 다음 알선 엔 이런 상황도 대비해서 미리 화해 점검 년 하자."
일반 대화,이번 주말까지 자료 정리 다 해오라시네요. <LF> 또요? 지난번에도 주말에 일했잖아요. <LF> 팀장님은 주말에도 일하는 게 당연한 줄 아는 듯. <LF> 나도 이번 주말에 가족 모임 있어서 곤란한데. <LF> 우리 같이 얘기해보는 건 어때요? <LF> 괜히 찍히는 거 아닐까요? <LF> 그래도 계속 이렇게 당하면 더 힘들어질 거예요. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,이번 주말까지 자료 정리 다 해오라시네요 내세 . <LF> 또요? 지난번에도 주말에 대전 일했잖아요. <LF> 팀장님은 주말에도 일하는 게 당연한 이야기 줄 아는 듯. <LF> 나도 말 이번 주말에 가족 모임 있어서 곤란한데. <LF> 우리 같이 얘기해보는 내세 건 어때요? <LF> 괜히 찍히는 거 아닐까요? <LF> 그래도 계속 이렇게 당하면 더 힘들어질 거예요. <LF> 우리 백금 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,이번 달 말에 이사해야 되는데 집이 안 구해져. <LF> 어디로 이사하려고? <LF> 회사 근처 생각 중인데 다 너무 비싸더라. <LF> 요즘 전셋값 진짜 미쳤어. 보증금도 두 배야. <LF> 그래서 반지하까지도 고민 중이야. <LF> 차라리 쉐어하우스는 어때? <LF> 그것도 알아보긴 했는데 좀 불편할까봐 망설여져. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,이번 달 말에 이사해 호수 야 되는데 집이 안 구해져 담보 . <LF> 어디로 이사하려고? <LF> 회사 경기 근처 생각 중인데 다 너무 비싸더라. <LF> 요즘 전셋값 진짜 미쳤어. 보증금도 두 배야. <LF> 그래서 지휘자 반지하까지도 고민 중이야. <LF> 차라리 쉐어 우려 하우스는 어때? <LF> 그것도 알아보긴 했는데 좀 불편할까봐 망설여져. <LF> 우리 다음엔 이런 울 상황도 대비해서 미리 점검하자.
일반 대화,이번 시험범위 너무 넓지 않아? <LF> 맞아. 나 아직 2과목도 손도 못 댔어. <LF> 우리 같이 스터디 짤까? 하루에 한 과목씩 돌아가면서. <LF> 그럼 오늘은 회계부터 하는 거 어때? <LF> 좋아. 대신 내일은 네가 약한 마케팅 위주로 하자. <LF> 그럼 서로 커버되니까 효율적이겠다. <LF> 시간도 정해서 집중해서 하자. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,이번 시험범위 너무 넓지 않아? <LF> 맞아. 나 아직 2과목도 손도 못 댔어. <LF> 우리 같이 스터디 짤까? 하루에 한 과목씩 돌아가면서. <LF> 그럼 오늘은 회계부터 하는 거 범위 어때 마련 ? <LF> 좋아. 대신 내일 호수 복선 은 네가 약한 마케팅 후세 정도 위주로 학문 하자. <LF> 그럼 서로 커버되니까 효율적이겠다. <LF> 시간도 정해서 집중해서 하자. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자 백금 .
일반 대화,다음 주 일요일 가족모임이래. <LF> 또? 나 그날 일정 있는데... <LF> 엄마가 오랜만에 다 같이 보자고 하셔서 강하게 말씀하시더라. <LF> 그럼 토요일로 바꿀 순 없을까? <LF> 이미 예약 다 했대. 장소도 잡았고. <LF> 하긴 엄마 입장에서 이해는 가지. <LF> 나도 최대한 조정해볼게. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,다음 주 일요일 가족모임이래. <LF> 또? 나 그날 일정 있는데... 집회  <LF> 엄마가 오랜만에 다 같이 보자고 하셔서 극도 턱 시기 강하게 중재 복선 말씀하시더라. <LF> 그럼 토요일로 바꿀 순 없을까? <LF> 이미 예약 다 했대. 장소도 잡았고. <LF> 하긴 엄마 입장에서 이해는 후세 가지. <LF> 나도 최대한 조정해볼게. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,혹시 오늘 병원 예약 몇 시였지? <LF> 오후 3시였는데 갑자기 회의 생겨서 못 갈 것 같아. <LF> 그럼 변경할까? 병원 전화해볼게. <LF> 혹시 오늘 안 되면 내일 오전도 괜찮아? <LF> 내일 오전은 내가 일정 있어서 안 될 것 같아. <LF> 그럼 다음 주 초로 밀어야겠네. <LF> 응. 최대한 빨리 잡아줘서 고마워. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,혹시 오늘 아침 병원 예약 몇 시였지? <LF> 오후 3시였는데 요양소 갑자기 회의 현세 생겨서 못 갈 것 같아. <LF> 그럼 변경할까? 병원 전화해볼게. 진료소  <LF> 혹시 인물 오늘 안 되면 내일 오전도 괜찮아? <LF> 내일 오전은 내가 일정 있어서 안 될 것 후일 같아. <LF>  백금 그럼 다음 주 초로 밀어야겠네. <LF> 응. 최대한 현세 빨리 잡아줘서 고마워. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,야 너 또 늦었어. 벌써 약속 시간 지났어. <LF> 미안 미안. 알람을 못 들었어. <LF> 너 자꾸 이러면 나도 지각 처리되잖아. <LF> 알아... 근데 오늘은 진짜 사고였어. <LF> 몇 번째야. 나도 힘든 아침인데 이해 좀 해줘. <LF> 다음부턴 진짜 더 조심할게. 오늘은 내가 커피 쏠게. <LF> 알았어. 근데 다음엔 진짜 조심해줘. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,한때 야 너 또 늦었어. 벌써 약속 시간 지금 지났어. <LF> 미안 미안. 알람을 못 들었어. <LF>  덩이 너 자꾸 이러면 나도 지각 처리 이후 되잖아. <LF> 알아... 근데 오늘은 국한 진짜 사고였어. 전도  <LF> 몇 번째야. 나도 힘든 아침인데 이해 좀 해줘. <LF> 다음부턴 진짜 더 조심할게. 오늘은 내가 커피 쏠게. <LF> 알았어. 덩어리 근데 다음엔 진짜 조심해줘. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,어제 중고로 산 노트북 있잖아. <LF> 어 왜? 문제 생겼어? <LF> 켜보니까 충전이 안 되더라. <LF> 판매자한테 연락해봤어? <LF> 했는데 원래 그랬냐고 되묻더라고. <LF> 환불은 어렵겠네... <LF> 조심한다고 했는데 역시 직접 봐야 하는 듯. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,어제 중고 푼수 로 산 노트북 있잖아. <LF> 어 왜? 문제 전망 생겼어? <LF> 켜보 상업 니까 충전 검사 이 안 되더라. <LF> 판매자한테 연락해봤어? <LF> 했는데 원래 그랬냐고 되묻더라고. <LF> 환불은 어렵겠네... <LF> 조심한다고 했는데 역시 직접 봐야 하는 듯. 백금  <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,아니 어떻게 우리가 양쪽 끝에 앉게 돼? <LF> 내가 자리 고를 때 실수했나봐... <LF> 둘이 영화 보러 와서 중간에 사람 두고 보기 뭐하잖아. <LF> 이미 매진이라 교환도 안 돼. <LF> 다음부턴 자리 고를 때 두 번 확인하자. <LF> 아니면 다음엔 조조로 조용할 때 예매하자. <LF> 그래야 실수 줄일 수 있지. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.,아니 어떻게 우리가 양쪽 끝에 앉게 돼? <LF> 내 시절 가 자리 고를 때 실수했나 국한 봐... <LF> 둘이 가운데 갈이 영화 조 지출 보러 와서 중간에 사람 두고 보기 뭐하잖아. <LF> 이미 매진이라 교환도 안 돼. <LF> 다음부턴 자리 고를 때 두 번 확인하자. <LF> 아니면 다음엔 조조로 조용할 때 연기 예매하자. <LF> 그래야 실수 줄일 수 있지 앞 . <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.
일반 대화,"내 폰이 갑자기 꺼지더니 아예 안 켜져. <LF> 헐, 충전기 문제 아니야? <LF> 충전해도 반응이 없더라고. 진짜 죽은 거 같아. <LF> 서비스센터 가봐야겠다. <LF> 근데 주말엔 예약도 안 되던데? <LF> 임시폰 있는지 확인해봐. 예전에 나도 받아본 적 있어. <LF> 좋은 정보 고마워. 바로 찾아볼게. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자.","내 폰이 갑자기 꺼지더니 이후 기적 아예 안 켜져. <LF> 헐, 내부 충전기 문제 아니야? <LF> 충전해도 반응이 없더라고. 진짜 죽은 거 검정 같아. <LF> 서비스센터 가봐야겠다. <LF> 근데 이빨 주말 한 엔 예약도 안 되던데? <LF> 임시폰 있는지 확인해봐. 예전에 나도 받아본 적 있어. <LF> 좋은 정보 고마워. 판지 바로 찾아볼게. <LF> 우리 다음엔 이런 상황도 대비해서 미리 점검하자."
일반 대화,요즘 실적 압박 장난 아니지? <LF> 응. 매일 목표 숫자에 눌리는 느낌이야. <LF> 상사 눈치도 너무 보여. <LF> 맞아. 조금만 떨어져도 바로 피드백 오잖아. <LF> 스트레스가 쌓여서 잠도 잘 안 와. <LF> 그래서 요즘 산책이라도 하려고. <LF> 나도 운동 시작했어. 마음이 좀 안정돼. <LF> 회사에서도 심리 상담 같은 거 해주면 좋겠어. <LF> 이런 분위기 오래가면 다들 지칠 듯. <LF> 맞아. 팀장님한테 한번 말해볼까?,요즘 실적 압박 하사관 장난 아니지? <LF> 응. 매일 목표 숫자에 눌리는 느낌이야. <LF>  원리 상사 눈치도 너무 보여. <LF> 맞아 내부 . 조금만 떨어져도 바로 심의 피드백 오잖아. <LF> 스트레스가 쌓여서 잠도 잘 대 안 와. <LF>  내부 그래서 요즘 산책이라도 하려고. <LF> 나도 운동 시작했어 사단법인 . 마음이 좀 안정돼. <LF> 회사에서도 체감 심리 상담 같은 거 해주면 좋겠어. <LF> 이런 분위기 오래가면 다들 지칠 듯. <LF> 맞아. 팀장님한테 귓바퀴 한번 말해볼까?
일반 대화,이직하고 나서 좀 어때? <LF> 처음엔 진짜 어색했는데 이제 좀 적응됐어. <LF> 사람들은 괜찮아? <LF> 응. 다들 조용한 스타일이더라. <LF> 전에 있던 회사랑 분위기 다르지? <LF> 완전 달라. 여긴 개인 업무 중심이야. <LF> 장단점이 있겠네. <LF> 응. 혼자 책임지는 건 무겁지만 덜 피곤해. <LF> 급여는 만족해? <LF> 전보단 좋아. 복지도 괜찮고. <LF> 앞으로도 잘 적응했으면 좋겠다. <LF> 회의 자료도 새로 포맷 맞추느라 고생했어. <LF> 그래도 피드백 좋으면 다행이지.,이직하고 나서 좀 어때? <LF> 처음엔 방도 진짜 어색했는데 이제 좀 적응됐어. <LF> 사람들은 군민 명분 괜찮아? <LF> 응. 다들 조용한 스타일이더라. <LF> 전에 있던 회사랑 분위기 다르지? <LF> 완전 평야 고초 달라. 여긴 월급 개인 업무 중심 귓바퀴 이야. <LF> 장단점이 있겠네. <LF> 응. 혼자 책임지는 건 무겁지만 덜 피곤해. <LF> 급여는 만족해? <LF> 전보단 좋아. 복지도 괜찮고. <LF> 앞으로도 잘 적응했으면 좋겠다. <LF> 회의 자료도 괴사 새로 포맷 맞추느라 고생했어. <LF>  길 그래도 피드백 좋으면 다행이지.
일반 대화,이번에 업무 분장 바뀐 거 알지? <LF> 응. 근데 왜 나한테만 일이 더 많아졌지? <LF> 나도 그 생각했어. 좀 불공평한 것 같아. <LF> 팀장님이 기준 없이 배분하신 듯해. <LF> 회의 때 얘기해볼까? <LF> 그래야 할 것 같아. 가만있으면 계속 이래. <LF> 근데 너무 민감하게 비칠까봐 걱정이야. <LF> 논리적으로 설명하면 괜찮지 않을까? <LF> 맞아. 감정 없이 팩트만 말하자. <LF> 같이 말해줘서 고마워. <LF> 이번 기회에 역할 정리 다시 해야겠어. <LF> 맞아. 효율도 떨어지는 것 같아.,이번에 업무 도시 분장 바뀐 오인 동정 거 알지? <LF> 응. 근데 왜 나한테만 일이 더 많아졌지 년 ? <LF> 나도 그 생각했어. 좀 불공평한 것 같아. <LF> 팀 정리 장님이 기준 없이 배분하신 듯해. <LF> 회의 때 얘기 년 해볼까? <LF> 그래야 할 것 같아. 가만있으면 계속 이래. <LF> 근데 너무 고민 민감하게 비칠까봐 걱정이야. <LF> 논리적으로 설명하면 괜찮지 않을까? <LF> 맞아. 감정 없이 이기심 팩트만 말하자. <LF> 같이 정신 말해줘서 고마워. <LF> 이번 기회에 역할 배정 정리 다시 해야겠어. <LF> 맞아. 효율도 토양 떨어지는 것 같아.
일반 대화,재택근무할 때 집중 잘돼? <LF> 솔직히 초반엔 진짜 힘들었어. <LF> 왜? 방해 요소 많아서? <LF> 응. 집이라 그런지 긴장이 안 되더라. <LF> 지금은 어때? <LF> 루틴 만들고 나서 훨씬 나아졌어. <LF> 어떤 루틴? <LF> 출근 시간 맞춰서 책상 앞에 앉는 거. <LF> 점심시간도 정해놓고? <LF> 응. 완전 회사처럼 움직이려고 해. <LF> 좋다. 나도 시도해봐야겠다. <LF> 식사 시간도 정해두면 더 집중돼. <LF> 재택도 습관이 중요하네.,재택근무할 때 집중 잘돼? <LF> 솔직히 초반엔 진짜 힘들었어. <LF> 왜? 방해 요소 많아서 대 ? <LF> 응. 집이라 턱 그런지 긴장이 안 되더라. <LF> 지금은 어때? <LF> 루틴 만들고 나서 훨씬 나아졌어. <LF> 어떤 루틴? <LF> 출근 훼방 시간 맞춰서 책상 앞에 앉는 거. <LF> 점심시간도 저간 정해놓고? <LF> 응. 완전 취조 회사처럼 움직이려고 해. <LF> 좋다. 나도 시도해봐야겠다. <LF> 식사 시간도 정해 연대 절정 두면 더 집중돼. <LF> 재택도 습관이 중요하네.
일반 대화,이번 휴가 일정 다 짰어? <LF> 아직 고민 중이야. 너는? <LF> 나는 7월 초로 해놨어. 사람 적을 때. <LF> 8월엔 휴가 몰릴 테니까. <LF> 응. 비행기표도 미리 알아봤어. <LF> 부서 조율은 끝났어? <LF> 다행히 겹치는 사람 없더라. <LF> 나는 팀장님 일정이랑 겹칠까봐 걱정이야. <LF> 미리 말씀드려봐. 배려해주실 수도 있어. <LF> 그래야겠다. 참고로 어디 가? <LF> 제주도! 혼자 조용히 힐링하려고. <LF> 비성수기라 항공료도 저렴하더라. <LF> 조금만 늦으면 금방 매진이래.,이번 스케줄 표식 휴가 일정 다 짰어? <LF> 아직 고민 중이야. 너는 극 ? <LF> 나는 7월 초로 해놨어. 사람 적을 때. <LF> 8월엔 휴가 군민 몰릴 대 테니까. <LF> 응. 비행기표도 미리 알아봤어. <LF> 부서 조율은 끝났어? <LF> 다행히 겹치는 사람 없더라. <LF> 나는 팀 연기 장님 일정이랑 겹칠까봐 걱정이야. <LF> 미리 말씀드려봐. 배려해주실 예정 수도 있어. <LF> 그래야겠다. 걱정 참고로 어디 가? <LF> 제주도! 혼자 조용히 힐링하려고. <LF> 비성수기라 항공료도 저렴하더라. <LF> 조금만 늦으면 금방 매진이래.
일반 대화,오늘 발표 진짜 깔끔했어. <LF> 고마워. 긴장 많이 했는데 다행이다. <LF> 목소리 톤이 안정돼서 좋았어. <LF> 발표 연습을 많이 했거든. <LF> 자료 구성도 보기 쉬웠고. <LF> 슬라이드 디자인 신경 좀 썼지. <LF> 팀장님도 칭찬하셨대. <LF> 진짜? 그 말 들으니까 보람 있다. <LF> 다음 발표도 기대돼! <LF> 부담되지만 더 잘해볼게. <LF> 칭찬 들으니까 자신감 생긴다. <LF> 다음엔 더 차분하게 해볼게.,오늘 발표 진짜 깔끔했어. <LF> 고마워. 긴박 긴장 많이 했는데 다행이다. <LF> 목소리 톤이 안정돼서 좋았어. <LF> 발표 연습을 많이 했거든. <LF> 자료 구성도 보기 쉬웠고. <LF> 슬라이드 매 운명 디자인 신경 좀 썼지. <LF> 팀 가상 장님도 칭찬하셨대 연마 나중 . <LF> 진짜? 그 말 들으니까 보람 있다 후세 . <LF> 다음 발표도 기대돼! <LF> 부담되지만 더 잘해볼게. <LF> 칭찬 들으니까 자신감 푼수 생긴다. <LF> 다음엔 더 차분하게 해볼게.
일반 대화,오늘 비 와서 옷 고르기 애매했지? <LF> 완전. 구두 신으려다 운동화 신었어. <LF> 우산은 챙겼지? <LF> 응. 근데 바지 밑단 다 젖었어. <LF> 트렌치코트 입은 사람 많더라. <LF> 멋있긴 한데 관리 어렵잖아. <LF> 레인부츠 생각 중인데 너무 티 날까? <LF> 아니야. 요즘은 스타일리시하게 나오던데. <LF> 비 오는 날 전용 코디도 필요하네. <LF> 응. 나중에 팁 공유하자. <LF> 투명한 우산은 예쁜데 자주 망가지더라. <LF> 우산도 좋은 거 하나 사야겠어.,오늘 비 와서 옷 부정 고르기 애매했지? <LF> 완전. 구두 격 신으려다 운동화 신었어. <LF> 우산은 챙겼지? <LF> 응. 근데 바지 밑단 다 젖었어. <LF> 트렌치코트 입은 사람 많더라. <LF> 멋있긴 한데 관리 어렵잖아. <LF> 레인부츠 부품 생각 중인데 홍차 너무 티 날까? <LF> 아니야 백금 . 요즘은 스타일리시하게 나오던데. <LF> 비 오는 날 전망 전용 코디도 필요하네. <LF> 응. 나중 백금 에 팁 공유하자. <LF> 투명한 백금 우산은 예쁜데 자주 망가지더라. <LF>  반바지 우산도 좋은 거 하나 사야겠어.
일반 대화,부장님 선물 뭐가 좋을까? <LF> 지난번엔 와인 드렸잖아. <LF> 이번엔 조금 색다른 걸로 해볼까? <LF> 식물 같은 거 어때? 사무실에 둘 수 있게. <LF> 좋다. 공기정화 식물 괜찮겠네. <LF> 포장도 신경 써야겠다. <LF> 카드도 같이 쓰자. <LF> 누가 대표로 전달하지? <LF> 작년엔 네가 했으니까 이번엔 내가 할게. <LF> 고마워. 센스 있게 준비해보자. <LF> 화분도 적당한 크기로 골라야지. <LF> 배송도 미리 확인해보자.,부장님 선물 뭐 반제 가 좋을까? <LF> 지난번엔 와인 포도주 드렸잖아. <LF> 이번엔 조금 색다른 걸로 과거 해볼까? <LF> 식물 같은 거 어때? 사무실에 둘 수 있게. <LF> 좋다. 공기정화 식물 괜찮겠네. <LF> 포장도 신경 써야겠다. <LF> 카드도 같이 쓰자. <LF> 누가 대표로 전달하지? <LF>  술 작년엔 등급 네가 주석 했으니까 이번엔 내가 할게. <LF> 고마워. 센스 있게 준비해보자. <LF> 화분도 적당한 크기로 골라야지. 물  <LF> 배송도 미리 확인해보자.
일반 대화,다음 주 부장님 생신인 거 알지? <LF> 응. 이번엔 팀에서 뭐 준비할까? <LF> 작년엔 케이크랑 편지였지? <LF> 응. 올해는 간단한 선물도 추가하자. <LF> 가격은 어느 정도로? <LF> 팀원당 5천 원씩 모으면 괜찮을 듯. <LF> 선물은 뭐가 좋을까? <LF> 사무용 고급 펜이나 차 세트? <LF> 좋다. 구매는 누가 맡을래? <LF> 내가 맡을게. 대신 카드 써줘. <LF> 카드 내용은 우리 회의 때 같이 쓰자. <LF> 이번엔 진심이 전해졌으면 좋겠어.,다음 주 부장님 생신인 거 알지? <LF> 응. 이번엔 팀에서 뭐 준비할까? <LF> 작년엔 케이크랑 편지였지? <LF> 응. 중도 올해는 버스 간단한 선물도 추가하자. <LF> 가격은 어느 정도로? <LF> 팀원당 납부 5천 원 짝 씩 과거 모으면 괜찮을 듯. <LF> 선물은 뭐가 불명예 좋을까? <LF> 사무용 고급 펜이나 차 세트? <LF> 좋다. 구매 왕년 는 누가 맡을래? <LF>  인장 내가 맡을게. 대장 대신 카드 집단 써줘. <LF> 카드 내용은 우리 회의 때 같이 쓰자. <LF> 이번엔 진심이 전해졌으면 좋겠어.
일반 대화,요즘 팀 분위기 좀 어수선하지 않아? <LF> 맞아. 작은 오해가 커진 것 같아. <LF> 어떻게 풀어야 할까? <LF> 우선은 대화 자리를 만드는 게 좋겠지. <LF> 근데 다들 말 꺼내기 꺼리더라. <LF> 중립적인 사람이 먼저 나서야 할 듯. <LF> 팀장님께 조언 구해볼까? <LF> 좋은 생각이야. 감정싸움 되면 안 되니까. <LF> 다들 잘 지내면 좋을 텐데. <LF> 우리부터 분위기 띄워보자. <LF> 서로 배려하면 충분히 회복될 거야. <LF> 나도 먼저 다가가볼게.,요즘 가운데 표지 상표 팀 분위기 좀 어수선하지 않아? <LF> 맞아. 작은 오해가 커진 것 같아. <LF> 어떻게 풀어야 할까? <LF> 우선은 대화 자리를 만드는 게 좋겠지. <LF> 근데 다들 말 꺼내기 꺼리더라. <LF> 중립적인 광야 사람이 먼저 나서야 할 듯. <LF> 팀장님께 조언 구해볼까? <LF> 좋은 생각이야. 감정싸움 되면 안 되니까. <LF> 다들 잘 지내면 좋을 텐데. <LF> 우리부터 분위기 띄워보자. <LF> 서로 배려하면 충분히 회복될 거야. 단위  <LF> 나도 땅 백금 정도 퍼센트 먼저 다가가볼게.
일반 대화,고양이 입양하려고 고민 중이야. <LF> 진짜? 큰 결심인데 왜 고민돼? <LF> 책임감이 필요하니까. 혼자 사니까 걱정돼. <LF> 시간은 어때? 돌볼 여유는 있어? <LF> 퇴근하고 저녁 시간은 여유 있어. <LF> 그럼 가능하긴 하겠다. 알레르기는 없어? <LF> 응. 테스트도 해봤어. 이상 없더라. <LF> 입양처는 정했어? <LF> 보호소 통해서 하려 해. <LF> 잘했다. 유기묘 입양이면 더 의미 있지. <LF> 응. 진짜 잘 키워보고 싶어.,가축 고양이 입양하려고 고민 중이야. <LF> 진짜? 우려 큰 결심인데 왜 고민돼? <LF> 책임감이 필요하니까. 혼자 사니까 걱정돼. <LF> 시간은 어때? 돌볼 번민 결단 여유는 있어? <LF> 퇴근하고 보위 저녁 시간은 여유 있어. <LF> 그럼 가능하긴 하겠다. 알레르기 장부 는 없어? <LF> 응. 테스트도 해봤어 기간 . 이상 없더라. <LF> 입양처는 정했어? <LF> 보호소 통해서 하려 해. <LF> 잘했다. 유기묘 계 입양이면 손해 더 의미 있지. <LF> 응. 진짜 잘 키워보고 싶어.
일반 대화,요즘 인테리어 바꾸고 싶어. <LF> 어느 부분을? <LF> 거실이 너무 밋밋해서 소파랑 조명 바꾸려 해. <LF> 톤은 어떤 걸로 생각 중이야? <LF> 베이지나 우드톤. 따뜻한 느낌으로. <LF> 비용은 얼마나 들 것 같아? <LF> 예산은 150만 원 정도 잡았어. <LF> 가성비 가구 브랜드도 많아. <LF> 알려줘! 추천 좀 해줘. <LF> 응. 내가 리스트 정리해둘게. <LF> 도움된다. 이번 주말에 쇼핑 다녀올게. <LF> 방문할 때 조명 느낌도 고려해봐. <LF> 간접 조명이 분위기 바꾸더라.,요즘 인테리어 바꾸고 싶어. <LF> 어느 부분을? <LF> 거실이 가실 너무 밋밋해서 소파랑 조명 응접실 바꾸려 해. <LF> 톤은 어떤 응접실 걸로 생각 중이야? <LF> 베이지나 우드톤. 경각 따뜻한 느낌으로. <LF> 비용은 얼마나 들 것 같아? <LF> 예산은 150만 원 정도 잡았어. <LF> 가성비 가구 범위 브랜드도 백금 많아. <LF> 알려줘! 추천 좀 해줘. <LF> 응. 내가 리스트 정리해둘게. <LF> 도움된다. 이번 주말 방법 깃발 에 쇼핑 다녀올게. <LF> 방문 논리학 할 때 조명 느낌도 고려 향내 해봐. <LF> 간접 조명이 분위기 바꾸더라 점령 .
일반 대화,이번 주말 드라이브 갈래? <LF> 좋아! 목적지는 어디 생각했어? <LF> 춘천 쪽 어때? 닭갈비도 먹고. <LF> 길 막히지 않을까? <LF> 일찍 출발하면 괜찮을 거야. <LF> 운전은 내가 할게. <LF> 고마워. 간식도 챙겨가자. <LF> 음악도 플레이리스트 만들어둘게. <LF> 좋다! 날씨만 좋으면 완벽하겠다. <LF> 응. 이번엔 진짜 힐링하자. <LF> 춘천 가는 길에 들를 카페도 찾아볼게. <LF> 사진도 많이 찍자.,이번 주말 연기 드라이브 분진 갈래? <LF> 좋아! 목적지는 어디 생각했어? <LF>  대 춘천 쪽 어때? 닭갈비도 먹고. <LF> 길 막히지 경기 않을까? <LF> 일찍 출발하면 괜찮을 거야. <LF> 운전은 내가 할게 기정 . <LF> 고마워. 정도 간식도 챙겨가자. <LF>  식당 음악도 플레이리스트 만들어둘게. <LF> 좋다! 날씨만 좋으면 완벽하겠다. 유도  <LF> 응. 이번엔 진짜 힐링하자. <LF> 춘천 가는 길에 들를 카페도 찾아볼게. <LF> 사진도 많이 찍자.
일반 대화,책상 정리 어떻게 해? <LF> 나는 매일 퇴근 전에 정리해. <LF> 대단하다. 난 정리해도 금방 지저분해져. <LF> 수납함이랑 파일박스 쓰면 편해. <LF> 서류는 어떻게 보관해? <LF> 카테고리별로 파일링해놔. <LF> 노트북 주변도 깨끗해 보여. <LF> 선 정리함 써. 보기에도 깔끔해. <LF> 나도 정리 도구 좀 사야겠다. <LF> 처음만 힘들고 습관되면 쉬워. <LF> 너 책상이 항상 깔끔한 이유가 있었네. <LF> 나도 도전해볼게!,책상 정리 어떻게 해? <LF> 나는 매일 퇴근 전에 가장자리 정리해. <LF> 대단하다. 난 보지 정리해도 금방 지저분해져 치아 . <LF> 수납함이랑 파일박스 쓰면 편해. <LF> 서류는 어떻게 보관해? <LF> 카테고리별로 파일링해놔. <LF> 노트북 논법 주변도 수법 깨끗해 보여. <LF> 선 정리함 연령 써. 보기에도 깔끔해. <LF> 나도 정리 도구 좀 사야겠다. <LF>  보고 처음만 힘들고 습관되면 쉬워 논법 . <LF> 너 책상이 항상 깔끔한 이유가 있었네. <LF> 나도 도전해볼게!
